>Grupo_6 Identificou 2839:
1_6	p_riboswitch=0.586323
3933_6	p_riboswitch=0.912105
3936_6	p_riboswitch=0.600299
3938_6	p_riboswitch=0.568934
3939_6	p_riboswitch=0.566858
3940_6	p_riboswitch=0.512674
3941_6	p_riboswitch=0.952368
3942_6	p_riboswitch=0.928861
3943_6	p_riboswitch=0.848653
3944_6	p_riboswitch=0.995737
3945_6	p_riboswitch=0.842845
3946_6	p_riboswitch=0.985675
3947_6	p_riboswitch=0.964092
3948_6	p_riboswitch=0.904476
3950_6	p_riboswitch=0.596729
3951_6	p_riboswitch=0.519559
3953_6	p_riboswitch=0.861963
3954_6	p_riboswitch=0.925349
3955_6	p_riboswitch=0.776568
3956_6	p_riboswitch=0.931572
3957_6	p_riboswitch=0.998774
3958_6	p_riboswitch=0.822126
3959_6	p_riboswitch=0.932782
3960_6	p_riboswitch=0.954944
3961_6	p_riboswitch=0.960224
3962_6	p_riboswitch=0.902816
3964_6	p_riboswitch=0.626482
3965_6	p_riboswitch=0.622479
3966_6	p_riboswitch=0.591859
3967_6	p_riboswitch=0.967934
3968_6	p_riboswitch=0.958045
3969_6	p_riboswitch=0.614300
3970_6	p_riboswitch=0.977537
3971_6	p_riboswitch=0.848761
3972_6	p_riboswitch=0.932505
3973_6	p_riboswitch=0.878650
3974_6	p_riboswitch=0.958424
3975_6	p_riboswitch=0.934297
3977_6	p_riboswitch=0.596862
3978_6	p_riboswitch=0.740658
3980_6	p_riboswitch=0.983534
3981_6	p_riboswitch=0.909149
3982_6	p_riboswitch=0.816133
3983_6	p_riboswitch=0.923943
3984_6	p_riboswitch=0.840187
3985_6	p_riboswitch=0.919079
3986_6	p_riboswitch=0.969247
3987_6	p_riboswitch=0.931994
3989_6	p_riboswitch=0.854104
3990_6	p_riboswitch=0.651924
3991_6	p_riboswitch=0.747720
3992_6	p_riboswitch=0.958466
3993_6	p_riboswitch=0.973862
3994_6	p_riboswitch=0.806453
3995_6	p_riboswitch=0.906116
3996_6	p_riboswitch=0.909006
3997_6	p_riboswitch=0.993660
3998_6	p_riboswitch=0.947436
4000_6	p_riboswitch=0.971871
4001_6	p_riboswitch=0.842282
4002_6	p_riboswitch=0.681906
4003_6	p_riboswitch=0.705637
4004_6	p_riboswitch=0.891223
4005_6	p_riboswitch=0.900694
4006_6	p_riboswitch=0.861977
4007_6	p_riboswitch=0.962760
4008_6	p_riboswitch=0.960241
4009_6	p_riboswitch=0.952537
4010_6	p_riboswitch=0.983520
4011_6	p_riboswitch=0.825296
4012_6	p_riboswitch=0.842899
4013_6	p_riboswitch=0.882436
4014_6	p_riboswitch=0.952998
4015_6	p_riboswitch=0.880855
4016_6	p_riboswitch=0.993455
4017_6	p_riboswitch=0.953420
4018_6	p_riboswitch=0.976129
4019_6	p_riboswitch=0.978356
4020_6	p_riboswitch=0.905911
4021_6	p_riboswitch=0.919476
4022_6	p_riboswitch=0.955027
4023_6	p_riboswitch=0.990640
4024_6	p_riboswitch=0.992885
4025_6	p_riboswitch=0.973905
4026_6	p_riboswitch=0.966963
4027_6	p_riboswitch=0.988073
4028_6	p_riboswitch=0.917354
4029_6	p_riboswitch=0.972050
4030_6	p_riboswitch=0.945886
4031_6	p_riboswitch=0.994424
4032_6	p_riboswitch=0.975775
4033_6	p_riboswitch=0.982791
4034_6	p_riboswitch=0.950884
4035_6	p_riboswitch=0.979106
4036_6	p_riboswitch=0.951772
4037_6	p_riboswitch=0.993762
4038_6	p_riboswitch=0.984035
4039_6	p_riboswitch=0.962807
4040_6	p_riboswitch=0.976417
4041_6	p_riboswitch=0.957095
4042_6	p_riboswitch=0.994926
4043_6	p_riboswitch=0.968617
4044_6	p_riboswitch=0.980842
4045_6	p_riboswitch=0.965678
4046_6	p_riboswitch=0.971634
4047_6	p_riboswitch=0.983873
4048_6	p_riboswitch=0.977372
4049_6	p_riboswitch=0.988298
4050_6	p_riboswitch=0.911694
4051_6	p_riboswitch=0.982416
4052_6	p_riboswitch=0.693950
4053_6	p_riboswitch=0.662071
4058_6	p_riboswitch=0.689296
4062_6	p_riboswitch=0.986596
4063_6	p_riboswitch=0.956874
4064_6	p_riboswitch=0.850494
4065_6	p_riboswitch=0.973733
4066_6	p_riboswitch=0.965527
4068_6	p_riboswitch=0.989406
4069_6	p_riboswitch=0.990380
4070_6	p_riboswitch=0.971132
4071_6	p_riboswitch=0.980954
4072_6	p_riboswitch=0.907453
4073_6	p_riboswitch=0.912619
4080_6	p_riboswitch=0.970303
4084_6	p_riboswitch=0.500588
4085_6	p_riboswitch=0.979856
4086_6	p_riboswitch=0.639513
4087_6	p_riboswitch=0.988436
4089_6	p_riboswitch=0.977972
4090_6	p_riboswitch=0.986893
4091_6	p_riboswitch=0.952624
4092_6	p_riboswitch=0.927056
4100_6	p_riboswitch=0.657701
4101_6	p_riboswitch=0.664162
4103_6	p_riboswitch=0.508810
4105_6	p_riboswitch=0.849865
4106_6	p_riboswitch=0.967687
4107_6	p_riboswitch=0.914978
4108_6	p_riboswitch=0.925019
4109_6	p_riboswitch=0.988502
4110_6	p_riboswitch=0.970439
4111_6	p_riboswitch=0.973969
4112_6	p_riboswitch=0.921674
4113_6	p_riboswitch=0.583402
4121_6	p_riboswitch=0.949654
4122_6	p_riboswitch=0.622980
4125_6	p_riboswitch=0.690844
4126_6	p_riboswitch=0.983505
4128_6	p_riboswitch=0.983668
4129_6	p_riboswitch=0.985319
4130_6	p_riboswitch=0.962724
4131_6	p_riboswitch=0.882850
4139_6	p_riboswitch=0.567788
4140_6	p_riboswitch=0.994457
4142_6	p_riboswitch=0.562641
4144_6	p_riboswitch=0.930275
4145_6	p_riboswitch=0.946952
4146_6	p_riboswitch=0.991162
4147_6	p_riboswitch=0.973971
4148_6	p_riboswitch=0.974409
4149_6	p_riboswitch=0.789092
4150_6	p_riboswitch=0.687106
4157_6	p_riboswitch=0.845487
4158_6	p_riboswitch=0.998458
4163_6	p_riboswitch=0.984295
4164_6	p_riboswitch=0.986550
4165_6	p_riboswitch=0.827339
4166_6	p_riboswitch=0.655704
4167_6	p_riboswitch=0.699447
4170_6	p_riboswitch=0.649709
4174_6	p_riboswitch=0.922234
4175_6	p_riboswitch=0.998688
4176_6	p_riboswitch=0.800287
4177_6	p_riboswitch=0.699173
4179_6	p_riboswitch=0.970984
4180_6	p_riboswitch=0.974113
4181_6	p_riboswitch=0.931996
4182_6	p_riboswitch=0.912105
4185_6	p_riboswitch=0.600299
4187_6	p_riboswitch=0.568934
4188_6	p_riboswitch=0.566858
4189_6	p_riboswitch=0.512674
4190_6	p_riboswitch=0.952368
4191_6	p_riboswitch=0.928861
4192_6	p_riboswitch=0.848653
4195_6	p_riboswitch=0.947158
4196_6	p_riboswitch=0.969145
4197_6	p_riboswitch=0.904476
4199_6	p_riboswitch=0.596729
4200_6	p_riboswitch=0.519559
4202_6	p_riboswitch=0.861963
4203_6	p_riboswitch=0.925349
4204_6	p_riboswitch=0.776568
4205_6	p_riboswitch=0.931572
4206_6	p_riboswitch=0.998774
4207_6	p_riboswitch=0.517682
4211_6	p_riboswitch=0.902816
4213_6	p_riboswitch=0.626482
4214_6	p_riboswitch=0.622479
4215_6	p_riboswitch=0.591859
4216_6	p_riboswitch=0.967934
4217_6	p_riboswitch=0.958045
4218_6	p_riboswitch=0.614300
4219_6	p_riboswitch=0.977537
4220_6	p_riboswitch=0.997545
4224_6	p_riboswitch=0.934297
4226_6	p_riboswitch=0.596862
4227_6	p_riboswitch=0.740658
4229_6	p_riboswitch=0.983534
4230_6	p_riboswitch=0.909149
4231_6	p_riboswitch=0.816133
4232_6	p_riboswitch=0.962670
4233_6	p_riboswitch=0.991248
4235_6	p_riboswitch=0.650396
4236_6	p_riboswitch=0.931994
4238_6	p_riboswitch=0.854104
4239_6	p_riboswitch=0.651924
4240_6	p_riboswitch=0.747720
4241_6	p_riboswitch=0.958466
4242_6	p_riboswitch=0.973862
4244_6	p_riboswitch=0.836656
4245_6	p_riboswitch=0.968526
4247_6	p_riboswitch=0.947436
4249_6	p_riboswitch=0.971871
4250_6	p_riboswitch=0.842282
4251_6	p_riboswitch=0.681906
4252_6	p_riboswitch=0.705637
4253_6	p_riboswitch=0.756066
4255_6	p_riboswitch=0.664968
4257_6	p_riboswitch=0.960241
4258_6	p_riboswitch=0.952537
4259_6	p_riboswitch=0.983520
4260_6	p_riboswitch=0.825296
4261_6	p_riboswitch=0.842899
4263_6	p_riboswitch=0.507966
4266_6	p_riboswitch=0.953420
4267_6	p_riboswitch=0.976129
4268_6	p_riboswitch=0.978356
4269_6	p_riboswitch=0.905911
4270_6	p_riboswitch=0.583135
4271_6	p_riboswitch=0.816534
4274_6	p_riboswitch=0.973905
4275_6	p_riboswitch=0.966963
4276_6	p_riboswitch=0.988073
4277_6	p_riboswitch=0.519655
4278_6	p_riboswitch=0.674831
4279_6	p_riboswitch=0.740688
4281_6	p_riboswitch=0.975775
4282_6	p_riboswitch=0.982791
4283_6	p_riboswitch=0.973221
4284_6	p_riboswitch=0.813426
4286_6	p_riboswitch=0.514981
4287_6	p_riboswitch=0.984035
4289_6	p_riboswitch=0.897564
4290_6	p_riboswitch=0.759584
4292_6	p_riboswitch=0.968672
4293_6	p_riboswitch=0.738687
4294_6	p_riboswitch=0.872315
4295_6	p_riboswitch=0.564818
4296_6	p_riboswitch=0.986664
4297_6	p_riboswitch=0.665906
4299_6	p_riboswitch=0.983727
4301_6	p_riboswitch=0.935254
4302_6	p_riboswitch=0.662071
4307_6	p_riboswitch=0.689296
4311_6	p_riboswitch=0.986596
4312_6	p_riboswitch=0.956874
4313_6	p_riboswitch=0.850494
4314_6	p_riboswitch=0.973733
4315_6	p_riboswitch=0.965527
4317_6	p_riboswitch=0.989406
4318_6	p_riboswitch=0.990380
4319_6	p_riboswitch=0.971132
4329_6	p_riboswitch=0.970303
4333_6	p_riboswitch=0.500588
4334_6	p_riboswitch=0.979856
4335_6	p_riboswitch=0.639513
4336_6	p_riboswitch=0.988436
4338_6	p_riboswitch=0.977972
4339_6	p_riboswitch=0.986893
4340_6	p_riboswitch=0.952624
4349_6	p_riboswitch=0.657701
4350_6	p_riboswitch=0.664162
4352_6	p_riboswitch=0.508810
4354_6	p_riboswitch=0.849865
4355_6	p_riboswitch=0.967687
4356_6	p_riboswitch=0.914978
4357_6	p_riboswitch=0.925019
4358_6	p_riboswitch=0.988502
4359_6	p_riboswitch=0.970439
4360_6	p_riboswitch=0.973969
4370_6	p_riboswitch=0.949654
4371_6	p_riboswitch=0.622980
4374_6	p_riboswitch=0.690844
4375_6	p_riboswitch=0.983505
4377_6	p_riboswitch=0.983668
4378_6	p_riboswitch=0.985319
4379_6	p_riboswitch=0.962724
4381_6	p_riboswitch=0.863630
4388_6	p_riboswitch=0.567788
4389_6	p_riboswitch=0.994457
4391_6	p_riboswitch=0.562641
4393_6	p_riboswitch=0.930275
4394_6	p_riboswitch=0.946952
4395_6	p_riboswitch=0.991162
4396_6	p_riboswitch=0.973971
4397_6	p_riboswitch=0.974409
4406_6	p_riboswitch=0.845487
4407_6	p_riboswitch=0.998458
4412_6	p_riboswitch=0.984295
4413_6	p_riboswitch=0.986550
4414_6	p_riboswitch=0.827339
4419_6	p_riboswitch=0.649709
4423_6	p_riboswitch=0.922234
4424_6	p_riboswitch=0.998688
4425_6	p_riboswitch=0.800287
4426_6	p_riboswitch=0.699173
4428_6	p_riboswitch=0.970984
4429_6	p_riboswitch=0.974113
4430_6	p_riboswitch=0.931996
4434_6	p_riboswitch=0.536850
4436_6	p_riboswitch=0.568934
4437_6	p_riboswitch=0.566858
4438_6	p_riboswitch=0.512674
4439_6	p_riboswitch=0.952368
4440_6	p_riboswitch=0.928861
4441_6	p_riboswitch=0.848653
4444_6	p_riboswitch=0.947158
4445_6	p_riboswitch=0.969145
4447_6	p_riboswitch=0.974595
4449_6	p_riboswitch=0.699142
4451_6	p_riboswitch=0.861963
4452_6	p_riboswitch=0.925349
4453_6	p_riboswitch=0.776568
4454_6	p_riboswitch=0.931572
4455_6	p_riboswitch=0.998774
4456_6	p_riboswitch=0.517682
4460_6	p_riboswitch=0.692953
4461_6	p_riboswitch=0.933084
4464_6	p_riboswitch=0.591859
4465_6	p_riboswitch=0.967934
4466_6	p_riboswitch=0.958045
4467_6	p_riboswitch=0.614300
4468_6	p_riboswitch=0.977537
4469_6	p_riboswitch=0.997545
4474_6	p_riboswitch=0.534680
4478_6	p_riboswitch=0.983534
4479_6	p_riboswitch=0.909149
4480_6	p_riboswitch=0.816133
4481_6	p_riboswitch=0.962670
4482_6	p_riboswitch=0.991248
4484_6	p_riboswitch=0.650396
4487_6	p_riboswitch=0.510559
4489_6	p_riboswitch=0.747720
4490_6	p_riboswitch=0.958466
4491_6	p_riboswitch=0.973862
4493_6	p_riboswitch=0.836656
4494_6	p_riboswitch=0.968526
4500_6	p_riboswitch=0.681906
4501_6	p_riboswitch=0.705637
4502_6	p_riboswitch=0.756066
4504_6	p_riboswitch=0.664968
4510_6	p_riboswitch=0.842899
4512_6	p_riboswitch=0.507966
4519_6	p_riboswitch=0.583135
4520_6	p_riboswitch=0.816534
4527_6	p_riboswitch=0.674831
4528_6	p_riboswitch=0.740688
4530_6	p_riboswitch=0.854357
4531_6	p_riboswitch=0.572846
4532_6	p_riboswitch=0.508242
4535_6	p_riboswitch=0.514981
4537_6	p_riboswitch=0.704971
4538_6	p_riboswitch=0.548402
4541_6	p_riboswitch=0.632679
4545_6	p_riboswitch=0.517934
4547_6	p_riboswitch=0.530288
4550_6	p_riboswitch=0.775564
4556_6	p_riboswitch=0.689296
4560_6	p_riboswitch=0.986596
4561_6	p_riboswitch=0.956874
4562_6	p_riboswitch=0.850494
4563_6	p_riboswitch=0.973733
4564_6	p_riboswitch=0.965527
4566_6	p_riboswitch=0.989406
4567_6	p_riboswitch=0.990380
4568_6	p_riboswitch=0.971132
4578_6	p_riboswitch=0.970303
4582_6	p_riboswitch=0.500588
4583_6	p_riboswitch=0.979856
4584_6	p_riboswitch=0.639513
4585_6	p_riboswitch=0.988436
4587_6	p_riboswitch=0.977972
4588_6	p_riboswitch=0.986893
4589_6	p_riboswitch=0.952624
4598_6	p_riboswitch=0.657701
4599_6	p_riboswitch=0.664162
4601_6	p_riboswitch=0.508810
4603_6	p_riboswitch=0.849865
4604_6	p_riboswitch=0.967687
4605_6	p_riboswitch=0.914978
4606_6	p_riboswitch=0.925019
4607_6	p_riboswitch=0.988502
4608_6	p_riboswitch=0.970439
4609_6	p_riboswitch=0.973969
4619_6	p_riboswitch=0.949654
4620_6	p_riboswitch=0.622980
4623_6	p_riboswitch=0.690844
4624_6	p_riboswitch=0.983505
4626_6	p_riboswitch=0.983668
4627_6	p_riboswitch=0.985319
4628_6	p_riboswitch=0.962724
4630_6	p_riboswitch=0.863630
4637_6	p_riboswitch=0.567788
4638_6	p_riboswitch=0.994457
4640_6	p_riboswitch=0.562641
4642_6	p_riboswitch=0.930275
4643_6	p_riboswitch=0.946952
4644_6	p_riboswitch=0.991162
4645_6	p_riboswitch=0.973971
4646_6	p_riboswitch=0.974409
4655_6	p_riboswitch=0.845487
4656_6	p_riboswitch=0.998458
4661_6	p_riboswitch=0.984295
4662_6	p_riboswitch=0.986550
4663_6	p_riboswitch=0.827339
4672_6	p_riboswitch=0.922234
4673_6	p_riboswitch=0.998688
4674_6	p_riboswitch=0.800287
4675_6	p_riboswitch=0.699173
4677_6	p_riboswitch=0.970984
4678_6	p_riboswitch=0.974113
4679_6	p_riboswitch=0.931996
4683_6	p_riboswitch=0.536850
4688_6	p_riboswitch=0.952368
4689_6	p_riboswitch=0.928861
4690_6	p_riboswitch=0.848653
4693_6	p_riboswitch=0.947158
4694_6	p_riboswitch=0.969145
4696_6	p_riboswitch=0.974595
4698_6	p_riboswitch=0.699142
4703_6	p_riboswitch=0.931572
4704_6	p_riboswitch=0.998774
4705_6	p_riboswitch=0.517682
4709_6	p_riboswitch=0.692953
4710_6	p_riboswitch=0.933084
4717_6	p_riboswitch=0.977537
4718_6	p_riboswitch=0.997545
4723_6	p_riboswitch=0.534680
4726_6	p_riboswitch=0.970129
4730_6	p_riboswitch=0.962670
4731_6	p_riboswitch=0.991248
4733_6	p_riboswitch=0.650396
4736_6	p_riboswitch=0.510559
4739_6	p_riboswitch=0.928587
4742_6	p_riboswitch=0.836656
4743_6	p_riboswitch=0.968526
4753_6	p_riboswitch=0.664968
4780_6	p_riboswitch=0.572846
4781_6	p_riboswitch=0.508242
4787_6	p_riboswitch=0.548402
4798_6	p_riboswitch=0.603341
4802_6	p_riboswitch=0.560743
4809_6	p_riboswitch=0.986596
4810_6	p_riboswitch=0.956874
4811_6	p_riboswitch=0.850494
4812_6	p_riboswitch=0.973733
4813_6	p_riboswitch=0.965527
4815_6	p_riboswitch=0.989406
4816_6	p_riboswitch=0.990380
4817_6	p_riboswitch=0.971132
4831_6	p_riboswitch=0.500588
4832_6	p_riboswitch=0.979856
4833_6	p_riboswitch=0.639513
4834_6	p_riboswitch=0.988436
4836_6	p_riboswitch=0.977972
4837_6	p_riboswitch=0.986893
4838_6	p_riboswitch=0.952624
4852_6	p_riboswitch=0.849865
4853_6	p_riboswitch=0.967687
4854_6	p_riboswitch=0.914978
4855_6	p_riboswitch=0.925019
4856_6	p_riboswitch=0.988502
4857_6	p_riboswitch=0.970439
4858_6	p_riboswitch=0.973969
4872_6	p_riboswitch=0.690844
4873_6	p_riboswitch=0.983505
4875_6	p_riboswitch=0.983668
4876_6	p_riboswitch=0.985319
4877_6	p_riboswitch=0.962724
4879_6	p_riboswitch=0.863630
4891_6	p_riboswitch=0.930275
4892_6	p_riboswitch=0.946952
4893_6	p_riboswitch=0.991162
4894_6	p_riboswitch=0.973971
4895_6	p_riboswitch=0.974409
4910_6	p_riboswitch=0.984295
4911_6	p_riboswitch=0.986550
4912_6	p_riboswitch=0.827339
4926_6	p_riboswitch=0.970984
4927_6	p_riboswitch=0.974113
4928_6	p_riboswitch=0.931996
4932_6	p_riboswitch=0.536850
4942_6	p_riboswitch=0.947158
4943_6	p_riboswitch=0.969145
4945_6	p_riboswitch=0.974595
4947_6	p_riboswitch=0.699142
4958_6	p_riboswitch=0.692953
4959_6	p_riboswitch=0.933084
4972_6	p_riboswitch=0.534680
4975_6	p_riboswitch=0.970129
4985_6	p_riboswitch=0.510559
4988_6	p_riboswitch=0.928587

