family,species,tree,seq_id
Gemmataceae,Gemmataceae bacterium,RF01068,"LR594584.1/2247146-2247099_Gemmataceae_bacterium_isolate_CJuql4_genome_assembly,_scaffold:_Scf2,_whole_genome_shotgun_sequence_RF01068"
Verrucomicrobiaceae,Verrucomicrobiaceae bacterium,RF01068,"SEGX01000304.1/3203-3159_MAG:_Verrucomicrobiaceae_bacterium_isolate_PMG_210_scaffold_33930,_whole_genome_shotgun_sequence_RF01068"
Azonexaceae,Dechloromonas sp. TW-R-39-2,RF01057,"CP045202.1/420887-420820_Dechloromonas_sp._TW-R-39-2_chromosome,_complete_genome_RF01057"
Fluviibacteraceae,Fluviibacter phosphoraccumulans,RF01057,"AP022345.1/654444-654373_Fluviibacter_phosphoraccumulans_ICHIAU1_DNA,_complete_genome_RF01057"
Usitatibacteraceae,Usitatibacter palustris,RF01057,"CP053073.1/3216593-3216518_Usitatibacter_palustris_strain_Swamp67_chromosome,_complete_genome_RF01057"
Acidithiobacillaceae,Acidithiobacillus ferrianus,RF01057,"WNJL01000037.1/126402-126531_Acidithiobacillus_ferrianus_strain_MG_Contig37,_whole_genome_shotgun_sequence_RF01057"
Holophagaceae,Geothrix sp.,RF01057,"JACAUA010000001.1/1472458-1472369_MAG:_Geothrix_sp._isolate_Cfx3-01_MAG01_1,_whole_genome_shotgun_sequence_RF01057"
Comamonadaceae,Comamonadaceae bacterium G21597-S1,RF01057,"JAPWHR010000004.1/266768-266869_Comamonadaceae_bacterium_G21597-S1_NODE_4_length_454899_cov_68.0149,_whole_genome_shotgun_sequence_RF01057"
Burkholderiaceae,Burkholderiaceae bacterium,RF01057,"CP059256.1/1958747-1958835_MAG:_Burkholderiaceae_bacterium_isolate_SSC6_chromosome,_complete_genome_RF01057"
Hyphomonadaceae,Hyphomonadaceae bacterium,RF01057,"JACMMP010000059.1/15291-15198_MAG:_Hyphomonadaceae_bacterium_isolate_ES-bin-98_ES-bin-98-contig-k141_3366934,_whole_genome_shotgun_sequence_RF01057"
Fimbriimonadaceae,Fimbriimonadaceae bacterium,RF01057,"JACMJO010000233.1/1624-1693_MAG:_Fimbriimonadaceae_bacterium_isolate_ES-bin-173_ES-bin-173-contig-k141_5745941,_whole_genome_shotgun_sequence_RF01057"
Archangiaceae,Archangium sp. Cb G35,RF01057,"MPOI01000025.1/85346-85276_Archangium_sp._Cb_G35_Contig_96,_whole_genome_shotgun_sequence_RF01057"
Micromonosporaceae,Micromonosporaceae bacterium,RF01057,"WHTQ01000062.1/28017-27938_MAG:_Micromonosporaceae_bacterium_isolate_Dino_bin41_k141_142656_length_28488_cov_59.6789,_whole_genome_shotgun_sequence_RF01057"
Chloroflexaceae,Chloroflexus aurantiacus J-10-fl,RF00380,"CP000909.1/586908-586740_Chloroflexus_aurantiacus_J-10-fl,_complete_genome._RF00380"
Catabacteriaceae,Catabacter hongkongensis,RF00380,"LAYJ01000133.1/124612-124456_Catabacter_hongkongensis_strain_HKU16_2806ref_2ab_c9,_whole_genome_shotgun_sequence._RF00380"
Elusimicrobiaceae,Elusimicrobium minutum Pei191,RF00380,"CP001055.1/1153179-1153332_Elusimicrobium_minutum_Pei191,_complete_genome._RF00380"
Culicoidibacteraceae,Culicoidibacter larvae,RF00380,"VBWP01000005.1/144637-144471_VBWP01000005.1_Culicoidibacter_larvae_strain_CS-1_NODE_5_length_218095_cov_139.798,_whole_genome_shotgun_sequence_RF00380"
Speluncibacteraceae,Speluncibacter jeojiensis,RF00380,"JANRHA010000003.1/111467-111297_JANRHA010000003.1_Speluncibacter_jeojiensis_strain_D3-21_contig3,_whole_genome_shotgun_sequence_RF00380"
Jiangellaceae,Phytoactinopolyspora halotolerans,RF00380,"JAAGOA010000003.1/160980-161153_JAAGOA010000003.1_Phytoactinopolyspora_halotolerans_strain_CCTCC_AB_2017055_Scaffold3,_whole_genome_shotgun_sequence_RF00380"
Catenulisporaceae,Catenulispora sp.,RF00380,"JABFWL010000430.1/10935-11103_JABFWL010000430.1_MAG:_Catenulispora_sp._isolate_Bin1.32_NODE_2355_length_12307_cov_7.857038,_whole_genome_shotgun_sequence_RF00380"
Williamsiaceae,Williamsia sp. Leaf354,RF00380,"LMPL01000001.1/827473-827647_Williamsia_sp._Leaf354_contig_1,_whole_genome_shotgun_sequence._RF00380"
Segniliparaceae,Segniliparus rugosus ATCC BAA-974,RF00380,"KI391953.1/144905-145079_Segniliparus_rugosus_ATCC_BAA-974_genomic_scaffold_acqcO-supercont2.1,_whole_genome_shotgun_sequence._RF00380"
Tsukamurellaceae,Tsukamurella paurometabola DSM 20162,RF00380,"CP001966.1/3417963-3418138_Tsukamurella_paurometabola_DSM_20162,_complete_genome._RF00380"
Mycobacteriaceae,Mycobacteriaceae bacterium,RF00380,"JABFVX010000126.1/3777-3615_JABFVX010000126.1_MAG:_Mycobacteriaceae_bacterium_isolate_Bin3.37_NODE_9364_length_7071_cov_3.010596,_whole_genome_shotgun_sequence_RF00380"
Afifellaceae,Afifella marina DSM 2698,RF00521,"FMVW01000001.1/49131-49054_Afifella_marina_DSM_2698_genome_assembly,_contig:_LV77DRAFT_scaffold00001.1,_whole_genome_shotgun_sequence_RF00521"
Alsobacteraceae,Alsobacter soli,RF00521,"PVZS01000002.1/118347-118421_Alsobacter_soli_strain_SH9_scaffold2,_whole_genome_shotgun_sequence_RF00521"
Notoacmeibacteraceae,Notoacmeibacter marinus,RF00521,"NBYO01000001.1/325266-325344_Notoacmeibacter_marinus_strain_XMTR2A4_NODE_1_length_1694787_cov_286.62,_whole_genome_shotgun_sequence_RF00521"
Propylenellaceae,Propylenella binzhouense,RF00521,"SPKJ01000016.1/16619-16540_Propylenella_binzhouense_strain_L72_scaffold16.1-size58451,_whole_genome_shotgun_sequence_RF00521"
Elioraeaceae,Elioraea tepida,RF00521,"CP076448.1/1298875-1298953_Elioraea_tepida_strain_MS-P2_chromosome,_complete_genome_RF00521"
Iodidimonadaceae,Iodidimonas gelatinilytica,RF00521,"BKCM01000005.1/147799-147719_Iodidimonas_gelatinilytica_Mie-1_DNA,_sequence05,_whole_genome_shotgun_sequence_RF00521"
Pelagibacteraceae,alpha proteobacterium HIMB59,RF00521,"CP003801.1/778358-778432_Alpha_proteobacterium_HIMB59_chromosome,_complete_genome_RF00521"
Pyrinomonadaceae,Pyrinomonadaceae bacterium,RF00521,"JACMMN010000201.1/5877-5952_MAG:_Pyrinomonadaceae_bacterium_isolate_ES-bin-94_ES-bin-94-contig-k141_5527766,_whole_genome_shotgun_sequence_RF00521"
Parvibaculaceae,Parvibaculaceae bacterium,RF00521,"JAPWJY010000001.1/5471-5551_MAG:_Parvibaculaceae_bacterium_isolate_Chal_Metagen_Bin4_7211,_whole_genome_shotgun_sequence_RF00521"
Rhodobiaceae,Rhodobiaceae bacterium,RF00521,"CATISW010000019.1/53242-53321_MAG:_Rhodobiaceae_bacterium_UBA7378_isolate_bin.584_MAG_genome_assembly,_contig:_k119_2959309,_whole_genome_shotgun_sequence_RF00521"
Amorphaceae,Acuticoccus mangrovi,RF00442,"JAEKJA010000021.1/63701-63600_Acuticoccus_mangrovi_strain_B2012_contig21,_whole_genome_shotgun_sequence_RF00442"
Minwuiaceae,Minwuia thermotolerans,RF00442,"PHIG01000029.1/115351-115239_Minwuia_thermotolerans_strain_SY3-13_695-30,_whole_genome_shotgun_sequence_RF00442"
Geovibrionaceae,Seleniivibrio woodruffii,RF00442,"SMGG01000005.1/214959-215056_Seleniivibrio_woodruffii_strain_DSM_24984_Ga0215702_103,_whole_genome_shotgun_sequence_RF00442"
Chamaesiphonaceae,Chamaesiphon minutus PCC 6605,RF00442,"CP003600.1/4814084-4813965_Chamaesiphon_minutus_PCC_6605,_complete_genome_RF00442"
Chroococcidiopsidaceae,Aliterella atlantica CENA595,RF00442,"JYON01000013.1/83481-83347_Aliterella_atlantica_CENA595_contig_80,_whole_genome_shotgun_sequence_RF00442"
Microcystaceae,Microcystis aeruginosa NIES-4325,RF00442,"BJKP01000005.1/36678-36544_Microcystis_aeruginosa_NIES-4325_DNA,_contig_5,_whole_genome_shotgun_sequence_RF00442"
Conexibacteraceae,Conexibacter woesei DSM 14684,RF01763,"CP001854.1/1288729-1288663_Conexibacter_woesei_DSM_14684_chromosome,_complete_genome_RF01763"
Bdellovibrionaceae,Bdellovibrio bacteriovorus,RF01763,"BX842601.2/2412225-2412160_Bdellovibrio_bacteriovorus_complete_genome,_strain_HD100_RF01763"
Demequinaceae,Demequina activiva,RF01763,"BONR01000001.1/296802-296864_Demequina_activiva_NBRC_110675_DNA,_sequence1,_whole_genome_shotgun_sequence_RF01763"
Paraconexibacteraceae,Paraconexibacter algicola,RF01763,"PYYB01000005.1/166679-166616_Paraconexibacter_algicola_strain_Seoho-28_seq5,_whole_genome_shotgun_sequence_RF01763"
Ktedonobacteraceae,Ktedonospora formicarum,RF01763,"BNJF01000009.1/50066-50000_Ktedonospora_formicarum_SOSP1-1_DNA,_sequence09,_whole_genome_shotgun_sequence_RF01763"
Reticulibacteraceae,Reticulibacter mediterranei,RF01763,"BNJK01000002.1/729675-729609_Reticulibacter_mediterranei_ID150040_DNA,_sequence2,_whole_genome_shotgun_sequence_RF01763"
Beutenbergiaceae,Salana multivorans,RF01763,"RKHQ01000001.1/1685893-1685958_Salana_multivorans_strain_DSM_13521_Ga0197523_11,_whole_genome_shotgun_sequence_RF01763"
Rarobacteraceae,Rarobacter faecitabidus,RF01763,"VFOS01000001.1/803369-803433_Rarobacter_faecitabidus_strain_DSM_4813_Ga0197509_11,_whole_genome_shotgun_sequence_RF01763"
Jonesiaceae,Jonesia denitrificans DSM 20603,RF01763,"CP001706.1/1249347-1249415_Jonesia_denitrificans_DSM_20603,_complete_genome_RF01763"
Dermatophilaceae,Dermatophilaceae bacterium,RF01763,"JABFXV010000479.1/3011-2947_MAG:_Dermatophilaceae_bacterium_isolate_Bin7.20_NODE_1308_length_14000_cov_7.830303,_whole_genome_shotgun_sequence_RF01763"
Ruaniaceae,Ruaniaceae bacterium KH17,RF01763,"FZQV01000003.1/141982-142046_Ruaniaceae_bacterium_KH17_genome_assembly,_contig:_Ga0066873_103,_whole_genome_shotgun_sequence_RF01763"
Vulgatibacteraceae,Vulgatibacter incomptus,RF01763,"CP012332.1/527824-527885_Vulgatibacter_incomptus_strain_DSM_27710,_complete_genome_RF01763"
Hoyosellaceae,Hoyosella rhizosphaerae,RF00634,"BMJH01000002.1/87212-87093_Hoyosella_rhizosphaerae_CGMCC_1.15478_DNA,_sequence02,_whole_genome_shotgun_sequence_RF00634"
Dietziaceae,Dietzia sp. ANT_WB102,RF00634,"VOBA01000002.1/86382-86267_Dietzia_sp._ANT_WB102_ctg00002_595644,_whole_genome_shotgun_sequence_RF00634"
Antricoccaceae,Antricoccus suffuscus,RF00634,"PVUE01000021.1/59877-59764_Antricoccus_suffuscus_strain_DSM_100065_Ga0181040_121,_whole_genome_shotgun_sequence_RF00634"
Streptomycetaceae,Streptomycetaceae bacterium MP113-05,RF00634,"KI547046.1/107247-107365_Streptomycetaceae_bacterium_MP113-05_genomic_scaffold_scaffold00010,_whole_genome_shotgun_sequence_RF00634"
Labilitrichaceae,Labilithrix luteola,RF00634,"CP012333.1/9663604-9663489_Labilithrix_luteola_strain_DSM_27648,_complete_genome_RF00634"
Brevinemataceae,Brevinema andersonii,RF00167,"FOKY01000004.1/26901-26804_Brevinema_andersonii_strain_ATCC_43811_genome_assembly,_contig:_Ga0008019_scaffold00004.4,_whole_genome_shotgun_sequence_RF00167"
Brachyspiraceae,Brachyspira pilosicoli 95/1000,RF00167,"CP002025.1/1820666-1820762_Brachyspira_pilosicoli_95/1000,_complete_genome_RF00167"
Dictyoglomaceae,Dictyoglomus turgidum DSM 6724,RF00167,"CP001251.1/1438220-1438119_Dictyoglomus_turgidum_DSM_6724,_complete_genome_RF00167"
Abyssicoccaceae,Abyssicoccus albus,RF00167,"RKRK01000003.1/357799-357900_Abyssicoccus_albus_strain_DSM_29158_Ga0244709_102,_whole_genome_shotgun_sequence_RF00167"
Pseudobdellovibrionaceae,Pseudobdellovibrionaceae bacterium,RF00167,"JACMMZ010000037.1/4891-4794_MAG:_Pseudobdellovibrionaceae_bacterium_isolate_LF-bin-124_FL-bin-124-contig-k141_287132,_whole_genome_shotgun_sequence_RF00167"
Herpetosiphonaceae,Herpetosiphon geysericola,RF00234,"LGKP01000025.1/408660-408380_Herpetosiphon_geysericola_strain_DSM_7119_contig_1,_whole_genome_shotgun_sequence_RF00234"
Heliobacteriaceae,Heliophilum fasciatum,RF00234,"SLXT01000007.1/73515-73677_Heliophilum_fasciatum_strain_DSM_11170_Ga0244663_107,_whole_genome_shotgun_sequence_RF00234"
Thermosporotrichaceae,Thermosporothrix hazakensis,RF00234,"QKUF01000014.1/46992-46828_Thermosporothrix_hazakensis_strain_ATCC_BAA-1881_EI42DRAFT_scaffold00014.14,_whole_genome_shotgun_sequence_RF00234"
Gemellaceae,Gemella sp. GL1.1,RF00234,"JADGKJ010000009.1/140194-140356_Gemella_sp._GL1.1_NODE_3_length_167936_cov_10.7995_ID_7,_whole_genome_shotgun_sequence_RF00234"
Feifaniaceae,Feifania hominis,RF00234,"JACRSP010000003.1/199819-199975_Feifania_hominis_strain_BX7_BX7_ctg0003,_whole_genome_shotgun_sequence_RF00234"
Dictyobacteraceae,Dictyobacter kobayashii,RF00234,"BIFS01000001.1/3306214-3306047_Dictyobacter_kobayashii_DNA,_sequence1,_whole_genome_shotgun_sequence_RF00234"
Ktedonosporobacteraceae,Ktedonosporobacter rubrisoli,RF00234,"CP035758.1/6874009-6874178_Ktedonosporobacter_rubrisoli_strain_SCAWS-G2_chromosome,_complete_genome_RF00234"
Thermogemmatisporaceae,Thermogemmatispora tikiterensis,RF00234,"MCIF01000002.1/3090667-3090502_Thermogemmatispora_tikiterensis_strain_T81_A4R35_scaffold00002,_whole_genome_shotgun_sequence_RF00234"
Thermoflexaceae,Candidatus Thermoflexus japonica,RF00234,"BEHY01000090.1/5604-5393_Candidatus_Thermoflexus_japonica_DNA,_contig:_NODE_2383_90,_isolate:_HRbin22,_whole_genome_shotgun_sequence_RF00234"
Roseiflexaceae,Roseiflexaceae bacterium,RF00234,"JACMIM010000674.1/1653-1876_MAG:_Roseiflexaceae_bacterium_isolate_ES-bin-105_ES-bin-105-contig-k141_10118968,_whole_genome_shotgun_sequence_RF00234"
Desulfonatronumaceae,Desulfonatronum thiosulfatophilum,RF01051,"FMXO01000015.1/124779-124672_Desulfonatronum_thiosulfatophilum_strain_ASO4-2_genome_assembly,_contig:_LZ08DRAFT_scaffold00015.15,_whole_genome_shotgun_sequence_RF01051"
Gallionellaceae,Gallionellaceae bacterium,RF01051,"CAJPFB010000059.1/17008-17088_Gallionellaceae_bacterium_isolate_GALLN_genome_assembly,_contig:_CONTIG_59,_whole_genome_shotgun_sequence_RF01051"
Scalinduaceae,Candidatus Scalindua japonica,RF01051,"BAOS01000014.1/138096-138185_Candidatus_Scalindua_japonica_husup-a2_DNA,_contig:_scal_C14,_whole_genome_shotgun_sequence_RF01051"
Gemmatimonadaceae,Gemmatimonadaceae bacterium,RF01051,"JABFXH010000079.1/10330-10244_MAG:_Gemmatimonadaceae_bacterium_isolate_Bin5.5_NODE_31_length_71167_cov_10.119204,_whole_genome_shotgun_sequence_RF01051"
Aquificaceae,Hydrogenobaculum sp. HO,RF01734,"CP004347.1/507205-507120_Hydrogenobaculum_sp._HO,_complete_genome_RF01734"
Thermodesulfobacteriaceae,Thermodesulfobacterium commune DSM 2178,RF01734,"CP008796.1/645368-645297_Thermodesulfobacterium_commune_DSM_2178,_complete_genome_RF01734"
Ferrovaceae,Ferrovum sp. PN-J185,RF01734,"LQZA01000001.1/515024-515094_Ferrovum_sp._PN-J185_FV185_contig000001,_whole_genome_shotgun_sequence_RF01734"
Cyclobacteriaceae,Cyclobacterium lianum,RF01734,"FRCY01000013.1/68704-68811_Cyclobacterium_lianum_strain_CGMCC_1.6102_genome_assembly,_contig:_Ga0070154_113,_whole_genome_shotgun_sequence_RF01734"
Thermotomaculaceae,Thermotomaculum hydrothermale,RF01734,"AP017470.1/1207385-1207326_Thermotomaculum_hydrothermale_DNA,_complete_genome,_strain:_AC55_RF01734"
Vicinamibacteraceae,Luteitalea sp.,RF01734,"WHTZ01000023.1/22509-22440_MAG:_Luteitalea_sp._isolate_Dino_bin50_NODE_23_length_82784_cov_63.999529,_whole_genome_shotgun_sequence_RF01734"
Dissulfurispiraceae,Dissulfurispira thermophila,RF01734,"AP022873.1/1151130-1151201_Dissulfurispira_thermophila_T55J_DNA,_complete_genome_RF01734"
Phycisphaeraceae,Poriferisphaera corsica,RF01734,"CP036425.1/2171342-2171481_Poriferisphaera_corsica_strain_KS4_chromosome,_complete_genome_RF01734"
Chthoniobacteraceae,Candidatus Udaeobacter sp.,RF01734,"JAALOD010000013.1/11797-11874_MAG:_Candidatus_Udaeobacter_sp._isolate_AEW3_Udaeo2_13,_whole_genome_shotgun_sequence_RF01734"
Methylacidiphilaceae,Methylacidiphilum fumariolicum SolV,RF01734,"CAHT01000061.1/22514-22587_Methylacidiphilum_fumariolicum_SolV_WGS_project_CAHT00000000_data,_contig_77-2114,_whole_genome_shotgun_sequence_RF01734"
Cyanomargaritaceae,Cyanomargarita calcarea GSE-NOS-MK-12-04C,RF01734,"JAHHGZ010000004.1/132679-132610_MAG:_Cyanomargarita_calcarea_GSE-NOS-MK-12-04C_scaffold_21_c1,_whole_genome_shotgun_sequence_RF01734"
Hymenobacteraceae,Pontibacter diazotrophicus,RF01734,"QRGR01000012.1/42680-42608_Pontibacter_diazotrophicus_strain_H4X_Scaffold10_1,_whole_genome_shotgun_sequence_RF01734"
Melioribacteraceae,Melioribacter sp.,RF01734,"JAGXSM010000269.1/8231-8326_MAG:_Melioribacter_sp._isolate_CROMO_A_200_c_000000989011,_whole_genome_shotgun_sequence_RF01734"
Flammeovirgaceae,Flammeovirgaceae bacterium 311,RF01734,"CP004371.1/4957776-4957845_Flammeovirgaceae_bacterium_311,_complete_genome_RF01734"
Fervidobacteriaceae,Thermosipho atlanticus DSM 15807,RF00168,"FQXN01000003.1/116481-116305_FQXN01000003.1_Thermosipho_atlanticus_DSM_15807_genome_assembly,_contig:_EK15DRAFT_scaffold00003.3,_whole_genome_shotgun_sequence_RF00168"
Simkaniaceae,Simkania sp.,RF00168,"JAGXTH010000085.1/11136-10967_JAGXTH010000085.1_MAG:_Simkania_sp._isolate_CROMO_BS_87_3_0_c_000000848126,_whole_genome_shotgun_sequence_RF00168"
Rhodothermaceae,Rhodothermaceae bacterium,RF00168,"JAIVHB010000148.1/1082-874_JAIVHB010000148.1_MAG:_Rhodothermaceae_bacterium_isolate_MAG3_MTG3_1203,_whole_genome_shotgun_sequence_RF00168"
Thermoleophilaceae,Thermoleophilum album,RF00379,"FNWJ01000003.1/23785-23931_Thermoleophilum_album_strain_ATCC_35263_genome_assembly,_contig:_Ga0008043_scaffold00003.3,_whole_genome_shotgun_sequence_RF00379"
Bryobacteraceae,Paludibaculum fermentans,RF00379,"CP063849.1/7519698-7519835_Paludibaculum_fermentans_strain_P105_chromosome,_complete_genome_RF00379"
Capillimicrobiaceae,Capillimicrobium parvum,RF00379,"CP087164.1/3287942-3287789_Capillimicrobium_parvum_strain_0166_1_chromosome,_complete_genome_RF00379"
Frankiaceae,Frankiaceae bacterium,RF00379,"JACMNX010000684.1/3981-3830_MAG:_Frankiaceae_bacterium_isolate_LF-bin-197_FL-bin-197-contig-k141_2292677,_whole_genome_shotgun_sequence_RF00379"
Scytonemataceae,Iningainema tapete BLCC-T55,RF00379,"JACXAE010000088.1/9824-9954_Iningainema_tapete_BLCC-T55_NODE_52_length_86170_cov_25.236268,_whole_genome_shotgun_sequence_RF00379"
Gomontiellaceae,Crinalium epipsammum PCC 9333,RF00379,"CP003620.1/4027250-4027417_Crinalium_epipsammum_PCC_9333,_complete_genome_RF00379"
Puniceicoccaceae,Pelagicoccus albus,RF01750,"JACHVC010000001.1/121094-121176_Pelagicoccus_albus_strain_JCM23202_Gn_77_435001_40767318,_whole_genome_shotgun_sequence_RF01750"
Pelagicoccaceae,Pelagicoccus enzymogenes,RF01750,"JACYFG010000051.1/721092-721174_Pelagicoccus_enzymogenes_strain_NFK12_191,_whole_genome_shotgun_sequence_RF01750"
Microbacteriaceae,Microbacteriaceae bacterium,RF01750,"JACMPQ010000050.1/45796-45711_MAG:_Microbacteriaceae_bacterium_isolate_LF-bin-354_FL-bin-354-contig-k141_1197307,_whole_genome_shotgun_sequence_RF01750"
Robiginitomaculaceae,Algimonas arctica,RF00162,"BMZH01000007.1/101839-101716_Algimonas_arctica_KCTC_32513_DNA,_sequence07,_whole_genome_shotgun_sequence_RF00162"
Silvanigrellaceae,Fluviispira multicolorata,RF00162,"WFLN01000007.1/38961-39088_Fluviispira_multicolorata_strain_33A1-SZDP_NODE_4_length_408765_cov_91.613232,_whole_genome_shotgun_sequence_RF00162"
Bradymonadaceae,Bradymonas sediminis,RF00162,"CP030032.1/2039035-2039173_Bradymonas_sediminis_strain_FA350_chromosome,_complete_genome_RF00162"
Actinopolysporaceae,Actinopolyspora mortivallis,RF00162,"PVSR01000006.1/124283-124413_Actinopolyspora_mortivallis_strain_M5A_NODE_6_length_128741_cov_26.1654_ID_2065,_whole_genome_shotgun_sequence_RF00162"
Desulfobulbaceae,Desulfobulbaceae bacterium,RF00162,"JAGXRP010000023.1/14097-13990_MAG:_Desulfobulbaceae_bacterium_isolate_CROMO_A_116_c_000000282891,_whole_genome_shotgun_sequence_RF00162"
Gloeobacteraceae,Gloeobacter kilaueensis JS1,RF00162,"CP003587.1/3045757-3045645_Gloeobacter_kilaueensis_JS1,_complete_genome_RF00162"
Crocinitomicaceae,Brumimicrobium oceani,RF00162,"QFRJ01000007.1/98967-98860_Brumimicrobium_oceani_strain_C305_contig7,_whole_genome_shotgun_sequence_RF00162"
Luteibaculaceae,Luteibaculum oceani,RF00162,"VORB01000012.1/46354-46237_Luteibaculum_oceani_strain_JCM_18817_NODE_12_length_55520_cov_221.598,_whole_genome_shotgun_sequence_RF00162"
Fulvivirgaceae,Pseudochryseolinea flava,RF00162,"QMFY01000004.1/360703-360580_Pseudochryseolinea_flava_strain_SDU1-6_Scaffold4_1,_whole_genome_shotgun_sequence_RF00162"
Reichenbachiellaceae,Reichenbachiella sp. 5M10,RF00162,"MDGR01000007.1/3454277-3454381_Reichenbachiella_sp._5M10_scaffold2_cov78_read176,_whole_genome_shotgun_sequence_RF00162"
Marivirgaceae,Marivirga atlantica,RF00162,"JAERQG010000002.1/210334-210431_Marivirga_atlantica_strain_SM1354_NODE_2_length_1084420_cov_36.928118,_whole_genome_shotgun_sequence_RF00162"
Flexibacteraceae,Flexibacter flexilis DSM 6793,RF00162,"FOLE01000004.1/38477-38582_Flexibacter_flexilis_DSM_6793_genome_assembly,_contig:_Ga0111591_104,_whole_genome_shotgun_sequence_RF00162"
Raineyaceae,Raineya orbicola,RF00162,"NKXO01000001.1/64901-64787_Raineya_orbicola_strain_SPSPC-11_Contig0001,_whole_genome_shotgun_sequence_RF00162"
Lewinellaceae,Lewinella sp. W8,RF00162,"SNAQ03000022.1/83031-83143_Lewinella_sp._W8_NODE_22_length_128264_cov_29.394703,_whole_genome_shotgun_sequence_RF00162"
Haliscomenobacteraceae,Phaeodactylibacter luteus,RF00162,"VOOR01000003.1/163263-163144_Phaeodactylibacter_luteus_strain_KCTC_42180_3,_whole_genome_shotgun_sequence_RF00162"
Cyclonatronaceae,Cyclonatronum proteinivorum,RF00162,"CP027806.1/3030799-3030923_Cyclonatronum_proteinivorum_strain_Omega_chromosome,_complete_genome_RF00162"
Salinivirgaceae,Salinivirga cyanobacteriivorans,RF00162,"CP013118.1/1856730-1856825_Salinivirga_cyanobacteriivorans_strain_L21-Spi-D4_chromosome,_complete_genome_RF00162"
Hymenobacteraceae,Hymenobacteraceae bacterium,RF00162,"JACMQS010000244.1/4-115_MAG:_Hymenobacteraceae_bacterium_isolate_LF-bin-449_FL-bin-449-contig-k141_1358990,_whole_genome_shotgun_sequence_RF00162"
Cyclobacteriaceae,Cyclobacteriaceae bacterium,RF00162,CP058703.1/711294-711180_MAG:_Cyclobacteriaceae_bacterium_isolate_SSA6_chromosome_RF00162
Lewinellaceae,Lewinellaceae bacterium SD302,RF00162,"PDLQ01000034.1/48932-49055_Lewinellaceae_bacterium_SD302_contig34,_whole_genome_shotgun_sequence_RF00162"
Saprospiraceae,Saprospiraceae bacterium,RF00162,"JACMLK010000381.1/1508-1411_MAG:_Saprospiraceae_bacterium_isolate_ES-bin-305_ES-bin-305-contig-k141_11137175,_whole_genome_shotgun_sequence_RF00162"
Chitinophagaceae,Chitinophagaceae bacterium IBVUCB2,RF00162,"NFUV01000002.1/569050-568925_Chitinophagaceae_bacterium_IBVUCB2_contig000002,_whole_genome_shotgun_sequence_RF00162"
Mycoplasmoidaceae,Malacoplasma iowae DK-CPA,RF00050,"AWQU01000084.1/36247-36133_AWQU01000084.1_Malacoplasma_iowae_DK-CPA_miowaek6,_whole_genome_shotgun_sequence_RF00050"
Holosporaceae,endosymbiont of Acanthamoeba sp. UWC8,RF00050,"CP004403.1/109803-109961_Endosymbiont_of_Acanthamoeba_sp._UWC8_chromosome,_complete_genome._RF00050"
Campylobacteraceae,Arcobacter nitrofigilis DSM 7299,RF00050,"CP001999.1/2740350-2740208_Arcobacter_nitrofigilis_DSM_7299,_complete_genome._RF00050"
Kiritimatiellaceae,Kiritimatiella glycovorans,RF00050,"CP010904.1/2064127-2064010_Kiritimatiella_glycovorans_strain_L21-Fru-AB_chromosome,_complete_genome._RF00050"
Micropepsaceae,Rhizomicrobium sp. SCGC AG-212-E05,RF00504,"LSTB01000002.1/26266-26353_Rhizomicrobium_sp._SCGC_AG-212-E05_AG-212-E05.10,_whole_genome_shotgun_sequence_RF00504"
Erythrobacteraceae,Erythrobacteraceae bacterium CFH 75059,RF00504,"SJSR01000002.1/63893-64006_Erythrobacteraceae_bacterium_CFH_75059_scaffold2,_whole_genome_shotgun_sequence_RF00504"
Methylocystaceae,Methylocystaceae bacterium,RF00504,"JABXIG010000006.1/38041-37942_MAG:_Methylocystaceae_bacterium_isolate_HF-Din02_c_000000021882,_whole_genome_shotgun_sequence_RF00504"
Parachlamydiaceae,Candidatus Protochlamydia amoebophila UWE25,RF00174,BX908798.2/1635270-1635048_BX908798.2_Candidatus_Protochlamydia_amoebophila_UWE25_complete_genome_RF00174
Criblamydiaceae,Estrella lausannensis,RF00174,"CWGJ01000001.1/247339-247149_CWGJ01000001.1_Estrella_lausannensis_genome_assembly_Estrella_lausannensis_V1,_scaffold_CRIB-30_1,_whole_genome_shotgun_sequence_RF00174"
Waddliaceae,Waddlia chondrophila WSU 86-1044,RF00174,"CP001928.1/1668592-1668792_Waddlia_chondrophila_WSU_86-1044,_complete_genome._RF00174"
Desulfurobacteriaceae,Desulfurobacterium thermolithotrophum DSM 11699,RF00174,"CP002543.1/240262-240078_Desulfurobacterium_thermolithotrophum_DSM_11699,_complete_genome._RF00174"
Lentisphaeraceae,Lentisphaera araneosa HTCC2155,RF00174,"ABCK01000056.1/3968-3843_Lentisphaera_araneosa_HTCC2155_1101329224531,_whole_genome_shotgun_sequence._RF00174"
Caedimonadaceae,Candidatus Nucleicultrix amoebiphila FS5,RF00174,"CP008743.1/213820-213636_CP008743.1_Candidatus_Nucleicultrix_amoebiphila_FS5,_complete_genome_RF00174"
Magnetococcaceae,Magnetofaba australis IT-1,RF00174,"LVJN01000015.1/549932-550197_Magnetofaba_australis_IT-1_contig00015,_whole_genome_shotgun_sequence._RF00174"
