family,species,tree,seq_id
Enterobacteriaceae,Erwinia tasmaniensis,RF00059,CU468135.1/1466823-1466921_Erwinia_tasmaniensis_strain_ET1/99_complete_chromosome._RF00059
Enterobacteriaceae,Erwinia billingiae,RF00059,FP236843.1/3316458-3316356_Erwinia_billingiae_strain_Eb661_complete_chromosome._RF00059
Enterobacteriaceae,Leminorella richardii,RF00059,"LS483470.1/2777650-2777804_LS483470.1_Leminorella_richardii_strain_NCTC12151_genome_assembly,_chromosome:_1_RF00059"
Enterobacteriaceae,Edwardsiella hoshinae,RF00059,"UFXZ01000001.1/3022207-3022306_UFXZ01000001.1_Edwardsiella_hoshinae_strain_NCTC12121_genome_assembly,_contig:_ERS1295689SCcontig000001,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Serratia fonticola,RF00174,"CP011254.1/1560928-1560714_Serratia_fonticola_strain_DSM_4576,_complete_genome._RF00174"
Enterobacteriaceae,Enterobacteriaceae bacterium strain FGI 57,RF00174,"CP003938.1/1702375-1702550_CP003938.1_Enterobacteriaceae_bacterium_strain_FGI_57,_complete_genome_RF00174"
Enterobacteriaceae,Mangrovibacter sp. MFB070,RF00174,"JJMI01000050.1/218927-219098_Mangrovibacter_sp._MFB070_Contig-050,_whole_genome_shotgun_sequence._RF00174"
Enterobacteriaceae,Enterobacteriaceae bacterium RIT714,RF00050,"WJYB01000002.1/424479-424329_WJYB01000002.1_Enterobacteriaceae_bacterium_RIT714_2,_whole_genome_shotgun_sequence_RF00050"
Enterobacteriaceae,Klebsiella indica,RF00174,"VCHQ01000001.1/15602-15384_VCHQ01000001.1_Klebsiella_indica_strain_TOUT106_salmonela_mira_c1,_whole_genome_shotgun_sequence_RF00174"
Enterobacteriaceae,Klebsiella michiganensis,RF00174,"KK036986.1/428916-429097_KK036986.1_Klebsiella_michiganensis_strain_MGH_27_adjbQ-supercont1.1,_whole_genome_shotgun_sequence_RF00174"
Enterobacteriaceae,Brenneria goodwinii,RF00174,"CGIG01000001.1/5333070-5332860_Brenneria_goodwinii_strain_OBR1_genome_assembly,_contig:_Contig_RF00174"
Enterobacteriaceae,Kluyvera genomosp. 3,RF01068,"CP022114.1/4507456-4507411_Kluyvera_genomosp._3_strain_YDC799_chromosome,_complete_genome_RF01068"
Enterobacteriaceae,Kluyvera cryocrescens,RF01068,"CAADJD010000041.1/7326-7371_Kluyvera_cryocrescens_strain_NCTC12993_genome_assembly,_contig:_ERS473437SCcontig000041,_whole_genome_shotgun_sequence_RF01068"
Enterobacteriaceae,Cedecea neteri,RF01055,"CP009451.1/1291699-1291565_CP009451.1_Cedecea_neteri_strain_SSMD04,_complete_genome_RF01055"
Enterobacteriaceae,Dickeya dadantii 3937,RF01055,"CP002038.1/1935430-1935573_Dickeya_dadantii_3937,_complete_genome._RF01055"
Enterobacteriaceae,Klebsiella pneumoniae subsp. pneumoniae,RF01055,"CP003200.1/1699025-1699163_CP003200.1_Klebsiella_pneumoniae_subsp._pneumoniae_HS11286,_complete_genome_RF01055"
Enterobacteriaceae,Citrobacter freundii,RF00050,"JABXSS010000001.1/258585-258734_JABXSS010000001.1_Citrobacter_freundii_strain_RHB34-C11_RHB34-C11_1,_whole_genome_shotgun_sequence_RF00050"
Enterobacteriaceae,Yersinia ruckeri,RF00050,"UHJG01000001.1/2830742-2830925_UHJG01000001.1_Yersinia_ruckeri_strain_NCTC10476_genome_assembly,_contig:_ERS1545397SCcontig000001,_whole_genome_shotgun_sequence_RF00050"
Enterobacteriaceae,Kosakonia cowanii JCM 10956 = DSM 18146,RF00050,"CP019445.1/1477912-1477763_CP019445.1_Kosakonia_cowanii_JCM_10956_=_DSM_18146_strain_888-76_chromosome,_complete_genome_RF00050"
Enterobacteriaceae,Candidatus Symbiopectobacterium sp. PLON1,RF00050,"RYVO01000015.1/35111-35313_RYVO01000015.1_MAG:_Candidatus_Symbiopectobacterium_sp._PLON1_n15_c_17.6,_whole_genome_shotgun_sequence_RF00050"
Enterobacteriaceae,Pantoea ananatis LMG 20103,RF00050,"CP001875.2/3768820-3768672_Pantoea_ananatis_LMG_20103,_complete_genome._RF00050"
Enterobacteriaceae,Serratia ficaria,RF00050,"LT906479.1/4534140-4533979_LT906479.1_Serratia_ficaria_strain_NCTC12148_genome_assembly,_chromosome:_1_RF00050"
Enterobacteriaceae,Gibbsiella quercinecans,RF00050,"CP014136.1/3372626-3372784_CP014136.1_Gibbsiella_quercinecans_strain_FRB97_chromosome,_complete_genome_RF00050"
Enterobacteriaceae,Citrobacter rodentium ICC168,RF00059,"FN543502.1/91189-91068_Citrobacter_rodentium_ICC168,_complete_genome_RF00059"
Enterobacteriaceae,Serratia odorifera DSM 4582,RF00059,"GG753567.1/538452-538550_Serratia_odorifera_DSM_4582_genomic_scaffold_SCAFFOLD1,_whole_genome_shotgun_sequence._RF00059"
Enterobacteriaceae,Brenneria rubrifaciens,RF00059,"CP034035.1/3157221-3157350_CP034035.1_Brenneria_rubrifaciens_strain_6D370_chromosome,_complete_genome_RF00059"
Enterobacteriaceae,Leminorella richardii,RF00059,"LS483470.1/415486-415372_LS483470.1_Leminorella_richardii_strain_NCTC12151_genome_assembly,_chromosome:_1_RF00059"
Enterobacteriaceae,Erwinia billingiae,RF00059,FP236843.1/844820-844714_Erwinia_billingiae_strain_Eb661_complete_chromosome._RF00059
Enterobacteriaceae,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,RF00059,"AE006468.2/2241971-2241875_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2,_complete_genome._RF00059"
Enterobacteriaceae,Pantoea agglomerans,RF00059,"UGSO01000001.1/1394527-1394627_UGSO01000001.1_Pantoea_agglomerans_strain_NCTC9381_genome_assembly,_contig:_ERS513136SCcontig000001,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Pantoea vagans,RF00059,"CP011427.1/3830895-3830995_CP011427.1_Pantoea_vagans_strain_ND02_chromosome,_complete_genome_RF00059"
Enterobacteriaceae,Escherichia vulneris NBRC 102420,RF00059,"BBMZ01000035.1/8369-8478_Escherichia_vulneris_NBRC_102420_DNA,_contig:_EV10242035._RF00059"
Enterobacteriaceae,Edwardsiella hoshinae,RF00059,"UFXZ01000001.1/2600626-2600530_UFXZ01000001.1_Edwardsiella_hoshinae_strain_NCTC12121_genome_assembly,_contig:_ERS1295689SCcontig000001,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Budvicia aquatica,RF00059,"PDDX01000001.1/1147971-1147856_PDDX01000001.1_Budvicia_aquatica_strain_FDAARGOS_387_pRIID_90.contig.0,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Providencia stuartii,RF00059,"LVIE01000169.1/24111-24000_LVIE01000169.1_Providencia_stuartii_strain_Crippen_contig_30,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Klebsiella sp. RIT-PI-d,RF00059,"LGIT01000019.1/8581-8690_Klebsiella_sp._RIT-PI-d_NODE_11_length_33261_cov_42.7814_ID_21,_whole_genome_shotgun_sequence._RF00059"
Enterobacteriaceae,Tenebrionibacter intestinalis,RF00059,"JAEPBH010000002.1/22123-22027_JAEPBH010000002.1_Tenebrionibacter_intestinalis_strain_BIT-L3_Scaffold2,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Candidatus Symbiopectobacterium sp. Dall1.0,RF00059,"RYVQ01000018.1/2605-2482_RYVQ01000018.1_MAG:_Candidatus_Symbiopectobacterium_sp._Dall1.0_n18,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Shigella flexneri 2a str. 301,RF00059,"AE005674.2/4215113-4215013_Shigella_flexneri_2a_str._301,_complete_genome._RF00059"
Enterobacteriaceae,Enterobacter cloacae SCF1,RF00059,"CP002272.1/1693341-1693437_Enterobacter_cloacae_SCF1,_complete_genome._RF00059"
Enterobacteriaceae,Biostraticola tofi,RF00059,"SMCR01000001.1/471490-471597_SMCR01000001.1_Biostraticola_tofi_strain_DSM_19580_Ga0244679_101,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Jejubacter calystegiae,RF00059,"CP040428.1/1529312-1529204_CP040428.1_Jejubacter_calystegiae_strain_KSNA2_chromosome,_complete_genome_RF00059"
Enterobacteriaceae,Arsenophonus nasoniae,RF00059,"CP038613.1/587736-587625_CP038613.1_Arsenophonus_nasoniae_strain_FIN_chromosome,_complete_genome_RF00059"
Enterobacteriaceae,Trabulsiella odontotermitis,RF00059,"JNGI01000181.1/19084-18975_JNGI01000181.1_Trabulsiella_odontotermitis_strain_12_SAMPLE12_CONTIG_181,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Buttiauxella agrestis ATCC 33320,RF00059,"JMPI01000003.1/18808-18698_Buttiauxella_agrestis_ATCC_33320_GBAG.assembly.003,_whole_genome_shotgun_sequence._RF00059"
Enterobacteriaceae,Citrobacter sp. JGM124,RF00059,"JAERJD010000005.1/174505-174404_JAERJD010000005.1_Citrobacter_sp._JGM124_scaffold5_size327922,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Cronobacter sakazakii ATCC BAA-894,RF00059,"CP000783.1/1094512-1094608_Cronobacter_sakazakii_ATCC_BAA-894,_complete_genome._RF00059"
Enterobacteriaceae,Serratia rubidaea,RF00059,"LR134493.1/1280341-1280464_LR134493.1_Serratia_rubidaea_strain_NCTC10036_genome_assembly,_chromosome:_1_RF00059"
Enterobacteriaceae,Citrobacter koseri ATCC BAA-895,RF00059,"CP000822.1/3078977-3079098_Citrobacter_koseri_ATCC_BAA-895,_complete_genome._RF00059"
Enterobacteriaceae,Mangrovibacter sp. MFB070,RF00174,"JJMI01000052.1/125066-125269_Mangrovibacter_sp._MFB070_Contig-053,_whole_genome_shotgun_sequence._RF00174"
Enterobacteriaceae,Enterobacteriaceae bacterium strain FGI 57,RF00174,"CP003938.1/4602590-4602409_CP003938.1_Enterobacteriaceae_bacterium_strain_FGI_57,_complete_genome_RF00174"
Enterobacteriaceae,Kluyvera genomosp. 3,RF01068,"CP022114.1/2468029-2468075_Kluyvera_genomosp._3_strain_YDC799_chromosome,_complete_genome_RF01068"
Enterobacteriaceae,Enterobacteriaceae bacterium RIT714,RF00059,"WJYB01000019.1/8314-8422_WJYB01000019.1_Enterobacteriaceae_bacterium_RIT714_19,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Serratia fonticola,RF01068,"CP011254.1/2296114-2296160_Serratia_fonticola_strain_DSM_4576,_complete_genome_RF01068"
Enterobacteriaceae,Klebsiella indica,RF01068,"VCHQ01000002.1/98743-98787_Klebsiella_indica_strain_TOUT106_salmonela_mira_c2,_whole_genome_shotgun_sequence_RF01068"
Enterobacteriaceae,Brenneria goodwinii,RF01068,"CGIG01000001.1/1797517-1797470_Brenneria_goodwinii_genome_assembly_B_goodwinii_PB,_contig_Contig,_whole_genome_shotgun_sequence_RF01068"
Enterobacteriaceae,Klebsiella michiganensis,RF01068,"KK036986.1/834795-834839_Klebsiella_michiganensis_strain_MGH_27_adjbQ-supercont1.1,_whole_genome_shotgun_sequence_RF01068"
Enterobacteriaceae,Kluyvera cryocrescens,RF01055,"CAADJD010000016.1/44391-44254_CAADJD010000016.1_Kluyvera_cryocrescens_strain_NCTC12993_genome_assembly,_contig:_ERS473437SCcontig000016,_whole_genome_shotgun_sequence_RF01055"
Enterobacteriaceae,Klebsiella pneumoniae subsp. pneumoniae,RF00050,"CP003200.1/4607477-4607326_CP003200.1_Klebsiella_pneumoniae_subsp._pneumoniae_HS11286,_complete_genome_RF00050"
Enterobacteriaceae,Cedecea neteri,RF00050,"CP009451.1/3272510-3272658_CP009451.1_Cedecea_neteri_strain_SSMD04,_complete_genome_RF00050"
Enterobacteriaceae,Dickeya dadantii 3937,RF00050,"CP002038.1/996705-996864_Dickeya_dadantii_3937,_complete_genome._RF00050"
Enterobacteriaceae,Serratia rubidaea,RF00059,"LR134493.1/2988001-2988101_LR134493.1_Serratia_rubidaea_strain_NCTC10036_genome_assembly,_chromosome:_1_RF00059"
Enterobacteriaceae,Pantoea vagans,RF00059,"CP011427.1/3319181-3319273_CP011427.1_Pantoea_vagans_strain_ND02_chromosome,_complete_genome_RF00059"
Enterobacteriaceae,Citrobacter koseri ATCC BAA-895,RF00059,"CP000822.1/2771314-2771423_Citrobacter_koseri_ATCC_BAA-895,_complete_genome._RF00059"
Enterobacteriaceae,Cronobacter sakazakii ATCC BAA-894,RF00059,"CP000783.1/3617931-3618040_Cronobacter_sakazakii_ATCC_BAA-894,_complete_genome._RF00059"
Enterobacteriaceae,Candidatus Symbiopectobacterium sp. Dall1.0,RF00059,"RYVQ01000201.1/2195-2099_RYVQ01000201.1_MAG:_Candidatus_Symbiopectobacterium_sp._Dall1.0_n201,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Erwinia billingiae,RF00059,FP236843.1/314688-314588_Erwinia_billingiae_strain_Eb661_complete_chromosome._RF00059
Enterobacteriaceae,Klebsiella sp. RIT-PI-d,RF00059,"LGIT01000017.1/200523-200432_Klebsiella_sp._RIT-PI-d_NODE_4_length_351486_cov_39.2173_ID_7,_whole_genome_shotgun_sequence._RF00059"
Enterobacteriaceae,Kosakonia cowanii JCM 10956 = DSM 18146,RF00059,"CP019445.1/4282395-4282299_CP019445.1_Kosakonia_cowanii_JCM_10956_=_DSM_18146_strain_888-76_chromosome,_complete_genome_RF00059"
Enterobacteriaceae,Candidatus Symbiopectobacterium sp. PLON1,RF00059,"RYVO01000039.1/80712-80616_RYVO01000039.1_MAG:_Candidatus_Symbiopectobacterium_sp._PLON1_n39_c_19.7,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Serratia ficaria,RF00059,"LT906479.1/820705-820588_LT906479.1_Serratia_ficaria_strain_NCTC12148_genome_assembly,_chromosome:_1_RF00059"
Enterobacteriaceae,Brenneria rubrifaciens,RF00059,"CP034035.1/3676518-3676658_CP034035.1_Brenneria_rubrifaciens_strain_6D370_chromosome,_complete_genome_RF00059"
Enterobacteriaceae,Tenebrionibacter intestinalis,RF00059,"JAEPBH010000003.1/132685-132781_JAEPBH010000003.1_Tenebrionibacter_intestinalis_strain_BIT-L3_Scaffold3,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Shigella flexneri 2a str. 301,RF00059,"AE005674.2/73452-73353_Shigella_flexneri_2a_str._301,_complete_genome._RF00059"
Enterobacteriaceae,Serratia odorifera DSM 4582,RF00059,"GG753567.1/2659225-2659321_Serratia_odorifera_DSM_4582_genomic_scaffold_SCAFFOLD1,_whole_genome_shotgun_sequence._RF00059"
Enterobacteriaceae,Budvicia aquatica,RF00059,"PDDX01000001.1/2195911-2195801_PDDX01000001.1_Budvicia_aquatica_strain_FDAARGOS_387_pRIID_90.contig.0,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Pantoea agglomerans,RF00059,"UGSO01000001.1/3341732-3341834_UGSO01000001.1_Pantoea_agglomerans_strain_NCTC9381_genome_assembly,_contig:_ERS513136SCcontig000001,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Citrobacter sp. JGM124,RF00059,"JAERJD010000003.1/298249-298346_JAERJD010000003.1_Citrobacter_sp._JGM124_scaffold3_size381558,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Gibbsiella quercinecans,RF00059,"CP014136.1/1900315-1900446_CP014136.1_Gibbsiella_quercinecans_strain_FRB97_chromosome,_complete_genome_RF00059"
Enterobacteriaceae,Biostraticola tofi,RF00059,"SMCR01000002.1/500159-500041_SMCR01000002.1_Biostraticola_tofi_strain_DSM_19580_Ga0244679_102,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Jejubacter calystegiae,RF00059,"CP040428.1/2033525-2033437_CP040428.1_Jejubacter_calystegiae_strain_KSNA2_chromosome,_complete_genome_RF00059"
Enterobacteriaceae,Enterobacter cloacae SCF1,RF00059,"CP002272.1/3926944-3927049_Enterobacter_cloacae_SCF1,_complete_genome._RF00059"
Enterobacteriaceae,Arsenophonus nasoniae,RF00059,"CP038613.1/3811666-3811783_CP038613.1_Arsenophonus_nasoniae_strain_FIN_chromosome,_complete_genome_RF00059"
Enterobacteriaceae,Citrobacter freundii,RF00059,"JABXSS010000001.1/3946586-3946708_JABXSS010000001.1_Citrobacter_freundii_strain_RHB34-C11_RHB34-C11_1,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Pantoea ananatis LMG 20103,RF00059,"CP001875.2/2826016-2825920_Pantoea_ananatis_LMG_20103,_complete_genome._RF00059"
Enterobacteriaceae,Yersinia ruckeri,RF00059,"UHJG01000001.1/1571719-1571812_UHJG01000001.1_Yersinia_ruckeri_strain_NCTC10476_genome_assembly,_contig:_ERS1545397SCcontig000001,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Buttiauxella agrestis ATCC 33320,RF00059,"JMPI01000037.1/11724-11628_Buttiauxella_agrestis_ATCC_33320_GBAG.assembly.037,_whole_genome_shotgun_sequence._RF00059"
Enterobacteriaceae,Citrobacter rodentium ICC168,RF00059,"FN543502.1/3947555-3947706_Citrobacter_rodentium_ICC168,_complete_genome_RF00059"
Enterobacteriaceae,Klebsiella michiganensis,RF01068,"KK036986.1/3514815-3514767_Klebsiella_michiganensis_strain_MGH_27_adjbQ-supercont1.1,_whole_genome_shotgun_sequence_RF01068"
Enterobacteriaceae,Enterobacteriaceae bacterium strain FGI 57,RF01068,"CP003938.1/4288002-4287956_Enterobacteriaceae_bacterium_strain_FGI_57,_complete_genome_RF01068"
Enterobacteriaceae,Mangrovibacter sp. MFB070,RF01068,"JJMI01000005.1/58145-58094_Mangrovibacter_sp._MFB070_Contig-005,_whole_genome_shotgun_sequence_RF01068"
Enterobacteriaceae,Enterobacteriaceae bacterium RIT714,RF00059,"WJYB01000006.1/61213-61117_WJYB01000006.1_Enterobacteriaceae_bacterium_RIT714_6,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Klebsiella indica,RF01068,"VCHQ01000026.1/273082-273035_Klebsiella_indica_strain_TOUT106_salmonela_mira_c26,_whole_genome_shotgun_sequence_RF01068"
Enterobacteriaceae,Serratia fonticola,RF01055,"CP011254.1/3593138-3593280_Serratia_fonticola_strain_DSM_4576,_complete_genome._RF01055"
Enterobacteriaceae,Kluyvera genomosp. 3,RF01055,"CP022114.1/3405629-3405493_CP022114.1_Kluyvera_genomosp._3_strain_YDC799_chromosome,_complete_genome_RF01055"
Enterobacteriaceae,Brenneria goodwinii,RF01055,"CGIG01000001.1/3803854-3804000_Brenneria_goodwinii_strain_OBR1_genome_assembly,_contig:_Contig_RF01055"
Enterobacteriaceae,Kluyvera cryocrescens,RF00050,"CAADJD010000014.1/62510-62360_CAADJD010000014.1_Kluyvera_cryocrescens_strain_NCTC12993_genome_assembly,_contig:_ERS473437SCcontig000014,_whole_genome_shotgun_sequence_RF00050"
Enterobacteriaceae,Citrobacter koseri ATCC BAA-895,RF00059,"CP000822.1/655531-655628_Citrobacter_koseri_ATCC_BAA-895,_complete_genome._RF00059"
Enterobacteriaceae,Klebsiella sp. RIT-PI-d,RF00059,"LGIT01000009.1/1813813-1813717_Klebsiella_sp._RIT-PI-d_NODE_1_length_2264346_cov_38.3847_ID_1,_whole_genome_shotgun_sequence._RF00059"
Enterobacteriaceae,Brenneria rubrifaciens,RF00059,"CP034035.1/2743341-2743242_CP034035.1_Brenneria_rubrifaciens_strain_6D370_chromosome,_complete_genome_RF00059"
Enterobacteriaceae,Serratia ficaria,RF00059,"LT906479.1/299191-299067_LT906479.1_Serratia_ficaria_strain_NCTC12148_genome_assembly,_chromosome:_1_RF00059"
Enterobacteriaceae,Kosakonia cowanii JCM 10956 = DSM 18146,RF00059,"CP019445.1/421832-421932_CP019445.1_Kosakonia_cowanii_JCM_10956_=_DSM_18146_strain_888-76_chromosome,_complete_genome_RF00059"
Enterobacteriaceae,Biostraticola tofi,RF00059,"SMCR01000017.1/8504-8616_SMCR01000017.1_Biostraticola_tofi_strain_DSM_19580_Ga0244679_117,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Serratia rubidaea,RF00059,"LR134493.1/844486-844584_LR134493.1_Serratia_rubidaea_strain_NCTC10036_genome_assembly,_chromosome:_1_RF00059"
Enterobacteriaceae,Pantoea agglomerans,RF00059,"UGSO01000002.1/261165-261046_UGSO01000002.1_Pantoea_agglomerans_strain_NCTC9381_genome_assembly,_contig:_ERS513136SCcontig000002,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Gibbsiella quercinecans,RF00059,"CP014136.1/2214346-2214459_CP014136.1_Gibbsiella_quercinecans_strain_FRB97_chromosome,_complete_genome_RF00059"
Enterobacteriaceae,Klebsiella pneumoniae subsp. pneumoniae,RF00059,"CP003200.1/2757246-2757347_CP003200.1_Klebsiella_pneumoniae_subsp._pneumoniae_HS11286,_complete_genome_RF00059"
Enterobacteriaceae,Serratia odorifera DSM 4582,RF00059,"GG753567.1/1743631-1743508_Serratia_odorifera_DSM_4582_genomic_scaffold_SCAFFOLD1,_whole_genome_shotgun_sequence._RF00059"
Enterobacteriaceae,Pantoea ananatis LMG 20103,RF00059,"CP001875.2/810320-810216_Pantoea_ananatis_LMG_20103,_complete_genome._RF00059"
Enterobacteriaceae,Citrobacter sp. JGM124,RF00059,"JAERJD010000016.1/10333-10443_JAERJD010000016.1_Citrobacter_sp._JGM124_scaffold16_size28495,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Citrobacter freundii,RF00059,"JABXSS010000001.1/1260424-1260519_JABXSS010000001.1_Citrobacter_freundii_strain_RHB34-C11_RHB34-C11_1,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Yersinia ruckeri,RF00059,"UHJG01000001.1/3268438-3268542_UHJG01000001.1_Yersinia_ruckeri_strain_NCTC10476_genome_assembly,_contig:_ERS1545397SCcontig000001,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Pantoea vagans,RF00059,"CP011427.1/1268895-1268989_CP011427.1_Pantoea_vagans_strain_ND02_chromosome,_complete_genome_RF00059"
Enterobacteriaceae,Cedecea neteri,RF00059,"CP009451.1/2382745-2382855_CP009451.1_Cedecea_neteri_strain_SSMD04,_complete_genome_RF00059"
Enterobacteriaceae,Dickeya dadantii 3937,RF00059,"CP002038.1/3522740-3522636_Dickeya_dadantii_3937,_complete_genome._RF00059"
Enterobacteriaceae,Buttiauxella agrestis ATCC 33320,RF00059,"JMPI01000059.1/54335-54434_Buttiauxella_agrestis_ATCC_33320_GBAG.assembly.059,_whole_genome_shotgun_sequence._RF00059"
Enterobacteriaceae,Enterobacteriaceae bacterium strain FGI 57,RF01068,"CP003938.1/2826283-2826237_Enterobacteriaceae_bacterium_strain_FGI_57,_complete_genome_RF01068"
Enterobacteriaceae,Enterobacteriaceae bacterium RIT714,RF00059,"WJYB01000005.1/154503-154403_WJYB01000005.1_Enterobacteriaceae_bacterium_RIT714_5,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Klebsiella indica,RF01055,"VCHQ01000011.1/73075-72937_VCHQ01000011.1_Klebsiella_indica_strain_TOUT106_salmonela_mira_c11,_whole_genome_shotgun_sequence_RF01055"
Enterobacteriaceae,Klebsiella michiganensis,RF01055,"KK036986.1/4522932-4522794_KK036986.1_Klebsiella_michiganensis_strain_MGH_27_adjbQ-supercont1.1,_whole_genome_shotgun_sequence_RF01055"
Enterobacteriaceae,Mangrovibacter sp. MFB070,RF01055,"JJMI01000025.1/41686-41550_Mangrovibacter_sp._MFB070_Contig-025,_whole_genome_shotgun_sequence._RF01055"
Enterobacteriaceae,Serratia fonticola,RF00050,"CP011254.1/997824-997663_Serratia_fonticola_strain_DSM_4576,_complete_genome._RF00050"
Enterobacteriaceae,Brenneria goodwinii,RF00050,"CGIG01000001.1/652612-652418_Brenneria_goodwinii_strain_OBR1_genome_assembly,_contig:_Contig_RF00050"
Enterobacteriaceae,Cedecea neteri,RF00059,"CP009451.1/4293509-4293605_CP009451.1_Cedecea_neteri_strain_SSMD04,_complete_genome_RF00059"
Enterobacteriaceae,Kosakonia cowanii JCM 10956 = DSM 18146,RF00059,"CP019445.1/149186-149322_CP019445.1_Kosakonia_cowanii_JCM_10956_=_DSM_18146_strain_888-76_chromosome,_complete_genome_RF00059"
Enterobacteriaceae,Pantoea ananatis LMG 20103,RF00059,"CP001875.2/263734-263636_Pantoea_ananatis_LMG_20103,_complete_genome._RF00059"
Enterobacteriaceae,Dickeya dadantii 3937,RF00059,"CP002038.1/269882-269767_Dickeya_dadantii_3937,_complete_genome._RF00059"
Enterobacteriaceae,Yersinia ruckeri,RF00059,"UHJG01000001.1/2558602-2558477_UHJG01000001.1_Yersinia_ruckeri_strain_NCTC10476_genome_assembly,_contig:_ERS1545397SCcontig000001,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Biostraticola tofi,RF00059,"SMCR01000014.1/25501-25602_SMCR01000014.1_Biostraticola_tofi_strain_DSM_19580_Ga0244679_114,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Pantoea agglomerans,RF00059,"UGSO01000001.1/3802449-3802550_UGSO01000001.1_Pantoea_agglomerans_strain_NCTC9381_genome_assembly,_contig:_ERS513136SCcontig000001,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Klebsiella pneumoniae subsp. pneumoniae,RF00059,"CP003200.1/3630886-3630789_CP003200.1_Klebsiella_pneumoniae_subsp._pneumoniae_HS11286,_complete_genome_RF00059"
Enterobacteriaceae,Kluyvera cryocrescens,RF00059,"CAADJD010000021.1/298951-298776_CAADJD010000021.1_Kluyvera_cryocrescens_strain_NCTC12993_genome_assembly,_contig:_ERS473437SCcontig000021,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Kluyvera genomosp. 3,RF00059,"CP022114.1/4135261-4135358_CP022114.1_Kluyvera_genomosp._3_strain_YDC799_chromosome,_complete_genome_RF00059"
Enterobacteriaceae,Gibbsiella quercinecans,RF00059,"CP014136.1/4073469-4073571_CP014136.1_Gibbsiella_quercinecans_strain_FRB97_chromosome,_complete_genome_RF00059"
Enterobacteriaceae,Citrobacter freundii,RF00059,"JABXSS010000001.1/3427891-3428068_JABXSS010000001.1_Citrobacter_freundii_strain_RHB34-C11_RHB34-C11_1,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Serratia ficaria,RF00059,"LT906479.1/3916311-3916220_LT906479.1_Serratia_ficaria_strain_NCTC12148_genome_assembly,_chromosome:_1_RF00059"
Enterobacteriaceae,Enterobacteriaceae bacterium strain FGI 57,RF01055,"CP003938.1/3150789-3150654_CP003938.1_Enterobacteriaceae_bacterium_strain_FGI_57,_complete_genome_RF01055"
Enterobacteriaceae,Mangrovibacter sp. MFB070,RF00050,"JJMI01000018.1/22652-22801_Mangrovibacter_sp._MFB070_Contig-018,_whole_genome_shotgun_sequence._RF00050"
Enterobacteriaceae,Klebsiella indica,RF00050,"VCHQ01000027.1/122285-122436_VCHQ01000027.1_Klebsiella_indica_strain_TOUT106_salmonela_mira_c27,_whole_genome_shotgun_sequence_RF00050"
Enterobacteriaceae,Klebsiella michiganensis,RF00050,"KK036986.1/1306522-1306673_KK036986.1_Klebsiella_michiganensis_strain_MGH_27_adjbQ-supercont1.1,_whole_genome_shotgun_sequence_RF00050"
Enterobacteriaceae,Kluyvera cryocrescens,RF00059,"CAADJD010000020.1/383402-383293_CAADJD010000020.1_Kluyvera_cryocrescens_strain_NCTC12993_genome_assembly,_contig:_ERS473437SCcontig000020,_whole_genome_shotgun_sequence_RF00059"
